SAMP_DATE,year,WRD_ID,C_Units,CONSTITUENT STANDARDIZED,STORET,FLAG,VALUE,UNITS,TXT_VALUE,METHOD,DL
2021-02-17,2021,100832,Perchlorate (ug/L),Perchlorate,A-031,,7.6,ug/L,7.6,EPA 331.0,0.5
2021-04-13,2021,100832,Perchlorate (ug/L),Perchlorate,A-031,,8.4,ug/L,8.4,EPA 331.0,0.5
2021-06-15,2021,100832,Perchlorate (ug/L),Perchlorate,A-031,,4.2,ug/L,4.2,EPA 314.0,2.0
2021-08-12,2021,100832,Perchlorate (ug/L),Perchlorate,A-031,,2.5,ug/L,2.5,EPA 331.0,0.5
2021-10-06,2021,100832,Perchlorate (ug/L),Perchlorate,A-031,,2.4,ug/L,2.4,EPA 331.0,0.5
2021-12-15,2021,100832,Perchlorate (ug/L),Perchlorate,A-031,<,2.0,ug/L,ND,EPA 314.0,2.0
2022-02-14,2022,100832,Perchlorate (ug/L),Perchlorate,A-031,<,0.5,ug/L,J,EPA 331.0,0.5
2022-04-07,2022,100832,Perchlorate (ug/L),Perchlorate,A-031,<,0.5,ug/L,J,EPA 331.0,0.5
2022-06-16,2022,100832,Perchlorate (ug/L),Perchlorate,A-031,<,2.0,ug/L,ND,314,2.0
2022-08-10,2022,100832,Perchlorate (ug/L),Perchlorate,A-031,<,0.5,ug/L,ND,331,0.5
2022-10-19,2022,100832,Perchlorate (ug/L),Perchlorate,A-031,<,0.5,ug/L,ND,331,0.5
2019-04-11,2019,100832,PFBS (ng/L),PFBS,C2801,,5.7,ng/L,5.7,"EPA 537 Ver 1.1,mod",0.86
2019-08-14,2019,100832,PFBS (ng/L),PFBS,C2801,,12.0,ng/L,12,"EPA 537 Ver 1.1,mod",1.8
2019-10-18,2019,100832,PFBS (ng/L),PFBS,C2801,,5.6,ng/L,5.6,"EPA 537 Ver 1.1,mod",1.7
2019-12-17,2019,100832,PFBS (ng/L),PFBS,C2801,,2.6,ng/L,2.6,"EPA 537 Ver 1.1,mod",1.8
2019-04-11,2019,100832,PFHxA (ng/L),PFHxA,C2811,,11.0,ng/L,11,"EPA 537 Ver 1.1,mod",1.7
2019-08-14,2019,100832,PFHxA (ng/L),PFHxA,C2811,,40.0,ng/L,40,"EPA 537 Ver 1.1,mod",1.8
2019-10-18,2019,100832,PFHxA (ng/L),PFHxA,C2811,,21.0,ng/L,21,"EPA 537 Ver 1.1,mod",1.7
2019-12-17,2019,100832,PFHxA (ng/L),PFHxA,C2811,,6.6,ng/L,6.6,"EPA 537 Ver 1.1,mod",1.8
2019-04-11,2019,100832,PFOA (ng/L),PFOA,C2806,,9.6,ng/L,9.6,"EPA 537 Ver 1.1,mod",0.86
2019-08-14,2019,100832,PFOA (ng/L),PFOA,C2806,,8.4,ng/L,8.4,"EPA 537 Ver 1.1,mod",1.8
2019-10-18,2019,100832,PFOA (ng/L),PFOA,C2806,,7.1,ng/L,7.1,"EPA 537 Ver 1.1,mod",1.7
2019-12-17,2019,100832,PFOA (ng/L),PFOA,C2806,,3.4,ng/L,3.4,"EPA 537 Ver 1.1,mod",1.8
2020-02-12,2020,100832,PFOA (ug/L),PFOA,C2806,,0.0064,ug/L,0.0064,EPA 537.1,0.002
2020-04-22,2020,100832,PFOA (ug/L),PFOA,C2806,<,0.002,ug/L,J,EPA 537.1,0.002
2020-06-16,2020,100832,PFOA (ug/L),PFOA,C2806,,0.0022,ug/L,0.0022,EPA 537.1,0.002
2020-08-18,2020,100832,PFOA (ug/L),PFOA,C2806,<,0.002,ug/L,J,EPA 537.1,0.002
2020-10-14,2020,100832,PFOA (ug/L),PFOA,C2806,<,0.002,ug/L,J,EPA 537.1,0.002
2020-12-15,2020,100832,PFOA (ug/L),PFOA,C2806,,0.0025,ug/L,0.0025,EPA 537.1,0.002
2021-02-17,2021,100832,PFOA (ug/L),PFOA,C2806,,0.0032,ug/L,0.0032,EPA 537.1,0.002
2021-04-13,2021,100832,PFOA (ug/L),PFOA,C2806,,0.0027,ug/L,0.0027,EPA 537.1,0.002
2021-06-15,2021,100832,PFOA (ug/L),PFOA,C2806,,0.0038,ug/L,0.0038,EPA 537.1,0.002
2021-08-12,2021,100832,PFOA (ug/L),PFOA,C2806,,0.0058,ug/L,0.0058,EPA 537.1,0.002
2021-10-06,2021,100832,PFOA (ug/L),PFOA,C2806,,0.0049,ug/L,0.0049,EPA 537.1,0.002
2022-02-14,2022,100832,PFOA (ug/L),PFOA,C2806,<,0.002,ug/L,0.002,EPA 537.1,0.002
2022-04-07,2022,100832,PFOA (ug/L),PFOA,C2806,,0.004,ug/L,0.004,EPA 537.1,0.002
2022-08-10,2022,100832,PFOA (ng/L),PFOA,C2806,,5.0,ng/L,5,537.1,2.0
2022-10-19,2022,100832,PFOA (ng/L),PFOA,C2806,,4.7,ng/L,4.7,537.1,2.0
2019-04-11,2019,100832,PFOS (ng/L),PFOS,C2805,,9.0,ng/L,9,"EPA 537 Ver 1.1,mod",1.7
2019-08-14,2019,100832,PFOS (ng/L),PFOS,C2805,,6.7,ng/L,6.7,"EPA 537 Ver 1.1,mod",1.8
2019-10-18,2019,100832,PFOS (ng/L),PFOS,C2805,,19.0,ng/L,19,"EPA 537 Ver 1.1,mod",1.7
2019-12-17,2019,100832,PFOS (ng/L),PFOS,C2805,,2.9,ng/L,2.9,"EPA 537 Ver 1.1,mod",1.8
2020-02-12,2020,100832,PFOS (ug/L),PFOS,C2805,,0.0084,ug/L,0.0084,EPA 537.1,0.002
2020-04-22,2020,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,J,EPA 537.1,0.002
2020-06-16,2020,100832,PFOS (ug/L),PFOS,C2805,,0.0033,ug/L,0.0033,EPA 537.1,0.002
2020-08-18,2020,100832,PFOS (ug/L),PFOS,C2805,,0.0027,ug/L,0.0027,EPA 537.1,0.002
2020-10-14,2020,100832,PFOS (ug/L),PFOS,C2805,,0.0023,ug/L,0.0023,EPA 537.1,0.002
2020-12-15,2020,100832,PFOS (ug/L),PFOS,C2805,,0.0024,ug/L,0.0024,EPA 537.1,0.002
2021-02-17,2021,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,J,EPA 537.1,0.002
2021-04-13,2021,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,J,EPA 537.1,0.002
2021-06-15,2021,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,ND,EPA 537.1,0.002
2021-08-12,2021,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,J,EPA 537.1,0.002
2021-10-06,2021,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,J,EPA 537.1,0.002
2022-02-14,2022,100832,PFOS (ug/L),PFOS,C2805,<,0.002,ug/L,J,EPA 537.1,0.002
2022-04-07,2022,100832,PFOS (ug/L),PFOS,C2805,,0.0083,ug/L,0.0083,EPA 537.1,0.002
2022-08-10,2022,100832,PFOS (ng/L),PFOS,C2805,,5.4,ng/L,5.4,537.1,2.0
2022-10-19,2022,100832,PFOS (ng/L),PFOS,C2805,,5.9,ng/L,5.9,537.1,2.0
2019-04-11,2019,100832,PFPeA (ng/L),PFPeA,WRD224,,10.0,ng/L,10,"EPA 537 Ver 1.1,mod",5.2
2019-08-14,2019,100832,PFPeA (ng/L),PFPeA,WRD224,,45.0,ng/L,45,"EPA 537 Ver 1.1,mod",1.8
2019-10-18,2019,100832,PFPeA (ng/L),PFPeA,WRD224,,29.0,ng/L,29,"EPA 537 Ver 1.1,mod",1.7
2019-12-17,2019,100832,PFPeA (ng/L),PFPeA,WRD224,,8.2,ng/L,8.2,"EPA 537 Ver 1.1,mod",1.8
2020-02-12,2020,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,7.8,Units,7.8,SM 2330B,0.1
2020-04-22,2020,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.1,Units,8.1,SM 2330B,0.1
2020-08-18,2020,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.3,Units,8.3,SM 2330B,0.1
2020-10-14,2020,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.4,Units,8.4,SM 2330B,0.1
2021-02-17,2021,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.1,Units,8.1,SM 2330B,0.1
2021-04-13,2021,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.0,Units,8,SM 2330B,0.1
2021-08-12,2021,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.4,Units,8.4,SM 2330B,0.1
2021-10-06,2021,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,8.3,Units,8.3,SM 2330B,0.1
2022-02-14,2022,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,7.6,Units,7.6,SM 2330B,0.1
2022-04-07,2022,100832,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,,7.7,Units,7.7,SM 2330B,0.1
2020-02-12,2020,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.3,Units,7.3,SM 2330B,0.1
2020-04-22,2020,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.6,Units,7.6,SM 2330B,0.1
2020-08-18,2020,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.8,Units,7.8,SM 2330B,0.1
2020-10-14,2020,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.9,Units,7.9,SM 2330B,0.1
2021-02-17,2021,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.6,Units,7.6,SM 2330B,0.1
2021-04-13,2021,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.6,Units,7.6,SM 2330B,0.1
2021-08-12,2021,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.9,Units,7.9,SM 2330B,0.1
2021-10-06,2021,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.9,Units,7.9,SM 2330B,0.1
2022-02-14,2022,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.1,Units,7.1,SM 2330B,0.1
2022-04-07,2022,100832,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,,7.3,Units,7.3,SM 2330B,0.1
2013-02-06,2013,100832,Potassium (mg/L),Potassium,937,,7.2,mg/L,7.2,EPA 200.7,1.0
2013-04-03,2013,100832,Potassium (mg/L),Potassium,937,,8.4,mg/L,8.4,EPA 200.7,1.0
2013-06-11,2013,100832,Potassium (mg/L),Potassium,937,,8.3,mg/L,8.3,EPA 200.7,1.0
2013-08-14,2013,100832,Potassium (mg/L),Potassium,937,,8.2,mg/L,8.2,EPA 200.7,1.0
2013-10-03,2013,100832,Potassium (mg/L),Potassium,937,,8.9,mg/L,8.9,EPA 200.7,1.0
2013-12-11,2013,100832,Potassium (mg/L),Potassium,937,,8.9,mg/L,8.9,EPA 200.7,1.0
2014-02-18,2014,100832,Potassium (mg/L),Potassium,937,,9.0,mg/L,9,EPA 200.7,1.0
2014-04-03,2014,100832,Potassium (mg/L),Potassium,937,,9.4,mg/L,9.4,EPA 200.7,1.0
2014-06-03,2014,100832,Potassium (mg/L),Potassium,937,,8.3,mg/L,8.3,EPA 200.7,1.0
2014-08-20,2014,100832,Potassium (mg/L),Potassium,937,,8.0,mg/L,8,EPA 200.7,1.0
2014-10-28,2014,100832,Potassium (mg/L),Potassium,937,,8.6,mg/L,8.6,EPA 200.7,1.0
2014-12-17,2014,100832,Potassium (mg/L),Potassium,937,,9.5,mg/L,9.5,EPA 200.7,1.0
2015-02-19,2015,100832,Potassium (mg/L),Potassium,937,,6.8,mg/L,6.8,EPA 200.7,1.0
2015-04-14,2015,100832,Potassium (mg/L),Potassium,937,,6.3,mg/L,6.3,EPA 200.7,1.0
2015-06-09,2015,100832,Potassium (mg/L),Potassium,937,,6.4,mg/L,6.4,EPA 200.7,1.0
2015-08-18,2015,100832,Potassium (mg/L),Potassium,937,,6.9,mg/L,6.9,EPA 200.7,1.0
2015-10-07,2015,100832,Potassium (mg/L),Potassium,937,,6.1,mg/L,6.1,EPA 200.7,1.0
2015-12-09,2015,100832,Potassium (mg/L),Potassium,937,,7.2,mg/L,7.2,EPA 200.7,1.0
2016-02-10,2016,100832,Potassium (mg/L),Potassium,937,,7.4,mg/L,7.4,EPA 200.7,1.0
2016-04-18,2016,100832,Potassium (mg/L),Potassium,937,,6.0,mg/L,6,EPA 200.7,1.0
2016-06-23,2016,100832,Potassium (mg/L),Potassium,937,,9.8,mg/L,9.8,EPA 200.7,1.0
2016-08-01,2016,100832,Potassium (mg/L),Potassium,937,,9.5,mg/L,9.5,EPA 200.7,1.0
2016-08-01,2016,100832,Potassium (mg/L),Potassium,937,,9.5,mg/L,9.5,EPA 200.7,1.0
2016-10-12,2016,100832,Potassium (mg/L),Potassium,937,,9.5,mg/L,9.5,EPA 200.7,1.0
2016-12-06,2016,100832,Potassium (mg/L),Potassium,937,,9.7,mg/L,9.7,EPA 200.7,1.0
2017-02-09,2017,100832,Potassium (mg/L),Potassium,937,,8.7,mg/L,8.7,EPA 200.7,1.0
2017-04-06,2017,100832,Potassium (mg/L),Potassium,937,,11.0,mg/L,11,EPA 200.7,1.0
2017-06-09,2017,100832,Potassium (mg/L),Potassium,937,,10.0,mg/L,10,EPA 200.7,1.0
2017-08-03,2017,100832,Potassium (mg/L),Potassium,937,,8.1,mg/L,8.1,EPA 200.7,1.0
2017-10-11,2017,100832,Potassium (mg/L),Potassium,937,,8.2,mg/L,8.2,EPA 200.7,1.0
2017-12-15,2017,100832,Potassium (mg/L),Potassium,937,,8.6,mg/L,8.6,EPA 200.7,1.0
2018-02-07,2018,100832,Potassium (mg/L),Potassium,937,,9.2,mg/L,9.2,EPA 200.7,1.0
2018-04-16,2018,100832,Potassium (mg/L),Potassium,937,,8.4,mg/L,8.4,EPA 200.7,1.0
2018-06-08,2018,100832,Potassium (mg/L),Potassium,937,,10.0,mg/L,10,EPA 200.7,1.0
2018-08-15,2018,100832,Potassium (mg/L),Potassium,937,,11.0,mg/L,11,EPA 200.7,1.0
2018-10-04,2018,100832,Potassium (mg/L),Potassium,937,,9.6,mg/L,9.6,EPA 200.7,1.0
2018-12-27,2018,100832,Potassium (mg/L),Potassium,937,,11.0,mg/L,11,EPA 200.7,1.0
2019-02-12,2019,100832,Potassium (mg/L),Potassium,937,,8.6,mg/L,8.6,EPA 200.7,1.0
2019-04-11,2019,100832,Potassium (mg/L),Potassium,937,,8.2,mg/L,8.2,EPA 200.7,1.0
2019-06-18,2019,100832,Potassium (mg/L),Potassium,937,,13.0,mg/L,13,EPA 200.7,1.0
2019-08-14,2019,100832,Potassium (mg/L),Potassium,937,,12.0,mg/L,12,EPA 200.7,1.0
2019-10-18,2019,100832,Potassium (mg/L),Potassium,937,,10.0,mg/L,10,EPA 200.7,1.0
2019-12-17,2019,100832,Potassium (mg/L),Potassium,937,,11.0,mg/L,11,EPA 200.7,1.0
2020-02-12,2020,100832,Potassium (mg/L),Potassium,937,,9.1,mg/L,9.1,EPA 200.7,1.0
2020-04-22,2020,100832,Potassium (mg/L),Potassium,937,,6.6,mg/L,6.6,EPA 200.7,1.0
2020-06-16,2020,100832,Potassium (mg/L),Potassium,937,,4.9,mg/L,4.9,EPA 200.7,1.0
2020-08-18,2020,100832,Potassium (mg/L),Potassium,937,,4.7,mg/L,4.7,EPA 200.7,1.0
2020-10-14,2020,100832,Potassium (mg/L),Potassium,937,,4.5,mg/L,4.5,EPA 200.7,1.0
2020-12-15,2020,100832,Potassium (mg/L),Potassium,937,,3.7,mg/L,3.7,EPA 200.7,1.0
2021-02-17,2021,100832,Potassium (mg/L),Potassium,937,,5.5,mg/L,5.5,EPA 200.7,1.0
2021-04-13,2021,100832,Potassium (mg/L),Potassium,937,,5.2,mg/L,5.2,EPA 200.7,1.0
2021-06-15,2021,100832,Potassium (mg/L),Potassium,937,,5.4,mg/L,5.4,EPA 200.7,1.0
2021-08-12,2021,100832,Potassium (mg/L),Potassium,937,,4.3,mg/L,4.3,EPA 200.7,1.0
2021-10-06,2021,100832,Potassium (mg/L),Potassium,937,,4.1,mg/L,4.1,EPA 200.7,1.0
2021-12-15,2021,100832,Potassium (mg/L),Potassium,937,,10.0,mg/L,10,EPA 200.7,1.0
2022-02-14,2022,100832,Potassium (mg/L),Potassium,937,,12.0,mg/L,12,EPA 200.7,1.0
2022-04-07,2022,100832,Potassium (mg/L),Potassium,937,,11.0,mg/L,11,EPA 200.7,1.0
2022-06-16,2022,100832,Potassium (mg/L),Potassium,937,,13.0,mg/L,13,200.7 Rev 4.4,1.0
2022-08-10,2022,100832,Potassium (mg/L),Potassium,937,,15.0,mg/L,15,200.7 Rev 4.4,1.0
2022-10-19,2022,100832,Potassium (mg/L),Potassium,937,,11.0,mg/L,11,200.7 Rev 4.4,1.0
2015-08-18,2015,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.48,pCi/L,0.48,EPA 903.1,0.0
2016-04-18,2016,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.554,pCi/L,0.554,EPA 903.1,0.0
2017-04-06,2017,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.409,pCi/L,0.409,EPA 903.1,0.0
2017-06-09,2017,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.485,pCi/L,0.485,EPA 903.1,0.0
2017-10-11,2017,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.238,pCi/L,0.238,EPA 903.1,0.0
2017-12-15,2017,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.37,pCi/L,0.37,EPA 903.1,0.0
2018-02-07,2018,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.273,pCi/L,0.273,EPA 903.1,0.0
2018-06-08,2018,100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,,0.294,pCi/L,0.294,EPA 903.1,0.0
2015-06-09,2015,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,0.0,pCi/L,ND,RA-228 GA,0.0
2016-04-18,2016,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,,0.312,pCi/L,0.312,EPA 904.0,0.0
2016-08-01,2016,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,0.0,pCi/L,ND,RA-228 GA,0.0
2016-08-01,2016,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,0.0,pCi/L,ND,RA-228 GA,0.0
2017-06-09,2017,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,,0.28,pCi/L,0.28,EPA 904.0,0.0
2017-10-11,2017,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,,0.353,pCi/L,0.353,EPA 904.0,0.0
2017-12-15,2017,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,,0.413,pCi/L,0.413,EPA 904.0,0.0
2018-02-07,2018,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,,0.286,pCi/L,0.286,EPA 904.0,0.0
2018-06-08,2018,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,,0.474,pCi/L,0.474,EPA 904.0,0.0
2020-02-12,2020,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2020-04-22,2020,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2020-08-18,2020,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2020-10-14,2020,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2021-02-17,2021,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2021-04-13,2021,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2021-08-12,2021,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2021-10-06,2021,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2022-02-14,2022,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2022-04-07,2022,100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,<,1.0,pCi/L,ND,RA-228 GA,1.0
2013-02-06,2013,100832,Radon (pCi/L),Radon,82303,,190.0,pCi/L,190,SM 7500RN,50.0
2013-04-03,2013,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2013-06-11,2013,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2013-08-14,2013,100832,Radon (pCi/L),Radon,82303,,160.0,pCi/L,160,SM 7500RN,50.0
2013-10-03,2013,100832,Radon (pCi/L),Radon,82303,,190.0,pCi/L,190,SM 7500RN,50.0
2013-12-11,2013,100832,Radon (pCi/L),Radon,82303,,200.0,pCi/L,200,SM 7500RN,50.0
2014-02-18,2014,100832,Radon (pCi/L),Radon,82303,,280.0,pCi/L,280,SM 7500RN,50.0
2014-04-03,2014,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2014-06-03,2014,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2014-08-20,2014,100832,Radon (pCi/L),Radon,82303,,190.0,pCi/L,190,SM 7500RN,50.0
2014-10-28,2014,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2014-12-17,2014,100832,Radon (pCi/L),Radon,82303,,140.0,pCi/L,140,SM 7500RN,50.0
2015-02-19,2015,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2015-04-14,2015,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2015-06-09,2015,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2015-08-18,2015,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2015-10-07,2015,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2015-12-09,2015,100832,Radon (pCi/L),Radon,82303,,220.0,pCi/L,220,SM 7500RN,50.0
2016-02-10,2016,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2016-04-18,2016,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2016-06-23,2016,100832,Radon (pCi/L),Radon,82303,,120.0,pCi/L,120,SM 7500RN,50.0
2016-08-01,2016,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2016-08-01,2016,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2016-10-12,2016,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2016-12-06,2016,100832,Radon (pCi/L),Radon,82303,,160.0,pCi/L,160,SM 7500RN,50.0
2017-02-09,2017,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2017-04-06,2017,100832,Radon (pCi/L),Radon,82303,,160.0,pCi/L,160,SM 7500RN,50.0
2017-06-09,2017,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2017-08-03,2017,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2017-10-11,2017,100832,Radon (pCi/L),Radon,82303,,127.4,pCi/L,127.4,SM 7500RN,54.0
2017-12-15,2017,100832,Radon (pCi/L),Radon,82303,,150.0,pCi/L,150,SM 7500RN,50.0
2018-02-07,2018,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2018-04-16,2018,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2018-06-08,2018,100832,Radon (pCi/L),Radon,82303,,160.0,pCi/L,160,SM 7500RN,50.0
2018-08-15,2018,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2018-10-04,2018,100832,Radon (pCi/L),Radon,82303,,200.0,pCi/L,200,SM 7500RN,50.0
2018-12-27,2018,100832,Radon (pCi/L),Radon,82303,,120.0,pCi/L,120,SM 7500RN,50.0
2019-02-12,2019,100832,Radon (pCi/L),Radon,82303,,120.0,pCi/L,120,SM 7500RN,50.0
2019-04-11,2019,100832,Radon (pCi/L),Radon,82303,,120.0,pCi/L,120,SM 7500RN,50.0
2019-06-18,2019,100832,Radon (pCi/L),Radon,82303,,160.0,pCi/L,160,SM 7500RN,50.0
2019-08-14,2019,100832,Radon (pCi/L),Radon,82303,,130.0,pCi/L,130,SM 7500RN,50.0
2019-10-18,2019,100832,Radon (pCi/L),Radon,82303,,190.0,pCi/L,190,SM 7500RN,50.0
2019-12-17,2019,100832,Radon (pCi/L),Radon,82303,,130.0,pCi/L,130,SM 7500RN,50.0
2020-02-12,2020,100832,Radon (pCi/L),Radon,82303,,200.0,pCi/L,200,SM 7500RN,50.0
2020-04-22,2020,100832,Radon (pCi/L),Radon,82303,,190.0,pCi/L,190,SM 7500RN,50.0
2020-06-16,2020,100832,Radon (pCi/L),Radon,82303,,200.0,pCi/L,200,SM 7500RN,50.0
2020-08-18,2020,100832,Radon (pCi/L),Radon,82303,,200.0,pCi/L,200,SM 7500RN,50.0
2020-10-14,2020,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2020-12-15,2020,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2021-02-17,2021,100832,Radon (pCi/L),Radon,82303,,170.0,pCi/L,170,SM 7500RN,50.0
2021-04-13,2021,100832,Radon (pCi/L),Radon,82303,,190.0,pCi/L,190,SM 7500RN,50.0
2021-06-15,2021,100832,Radon (pCi/L),Radon,82303,,180.0,pCi/L,180,SM 7500RN,50.0
2021-08-12,2021,100832,Radon (pCi/L),Radon,82303,,132.0,pCi/L,132,SM 7500RN,0.0
2021-10-06,2021,100832,Radon (pCi/L),Radon,82303,,200.0,pCi/L,200,SM 7500RN,50.0
2021-12-15,2021,100832,Radon (pCi/L),Radon,82303,,100.0,pCi/L,100,SM 7500RN,50.0
2022-02-14,2022,100832,Radon (pCi/L),Radon,82303,,260.0,pCi/L,260,SM 7500RN,50.0
2022-04-07,2022,100832,Radon (pCi/L),Radon,82303,<,50.0,pCi/L,ND,SM 7500RN,50.0
2013-02-06,2013,100832,"Radon 222, Two Sigma Error (pCi/L)","Radon 222, Two Sigma Error",82302,,12.0,pCi/L,12,SM 7500RN,0.0
