Site,Constituent,c_nounits,STORET,Units,Date Range,Count,Methods,Nr. Non-Detects,Detection Rate,DateOfMax,Min,25th %ile,Mean,Median,75th %ile,Max,DL min,DL max,mann-kendall stats,trend,s,p,slope,intercept,Action,Notes
100832,Potassium (mg/L),Potassium,937,mg/L,2013-2022,60,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2022-08-10,3.7,6.8,8.506666666666664,8.6,9.8,15.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.23494345116836257, z=1.187720736777298, Tau=0.10564971751412429, s=187.0, var_s=24524.333333333332, slope=0.025657894736842095, intercept=7.843092105263158)",no trend,187.0,0.23494345116836257,0.025657894736842095,7.843092105263158,TO REVIEW,Pending statistical analysis
100832,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,pCi/L,2015-2018,8,['EPA 903.1'],0,100.0,2016-04-18,0.238,0.273,0.38787499999999997,0.37,0.48,0.554,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10776229039192153, z=-1.6083328927425289, Tau=-0.5, s=-14.0, var_s=65.33333333333333, slope=-0.03500000000000002, intercept=0.512)",no trend,-14.0,0.10776229039192153,-0.03500000000000002,0.512,TO REVIEW,Pending statistical analysis
100832,Radium 228 Counting Error (pCi/L),Radium 228 Counting Error,11502,pCi/L,2015-2022,19,['RA-228 GA' 'EPA 904.0'],13,31.578947368421055,2022-04-07,0.0,0.0,0.23533333333333337,0.286,0.353,1.0,0.0,1.0,"Mann_Kendall_Test(trend='increasing', h=True, p=2.7565978765409227e-05, z=4.192695134868111, Tau=0.6491228070175439, s=111.0, var_s=688.3333333333334, slope=0.0625, intercept=0.4375)",increasing,111.0,2.7565978765409227e-05,0.0625,0.4375,TO REVIEW,Pending statistical analysis
100832,Radon (pCi/L),Radon,82303,pCi/L,2013-2022,57,['SM 7500RN'],1,98.24561403508773,2014-02-18,50.0,150.0,167.18245614035087,170.0,190.0,280.0,0.0,54.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.47883369240372353, z=-0.7081796651824127, Tau=-0.06453634085213032, s=-103.0, var_s=20745.0, slope=0.0, intercept=170.0)",no trend,-103.0,0.47883369240372353,0.0,170.0,TO REVIEW,Pending statistical analysis
100832,"Radon 222, Two Sigma Error (pCi/L)","Radon 222, Two Sigma Error",82302,pCi/L,2013-2022,57,['SM 7500RN'],1,98.24561403508773,2017-10-11,0.0,10.0,11.955438596491224,11.0,12.0,36.4,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3581207735910332, z=0.9189518197657812, Tau=0.08333333333333333, s=133.0, var_s=20633.0, slope=0.0, intercept=11.0)",no trend,133.0,0.3581207735910332,0.0,11.0,TO REVIEW,Pending statistical analysis
100832,Selenium (ug/L),Selenium,1147,ug/L,2013-2022,60,['200.8' 'EPA 200.8'],53,11.666666666666671,2014-12-17,5.0,0.0,0.8191091954022903,0.0,0.0,11.0,5.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.04867793792582176, z=-1.9714017773488908, Tau=-0.10338983050847457, s=-183.0, var_s=8523.0, slope=0.0, intercept=5.0)",decreasing,-183.0,0.04867793792582176,0.0,5.0,TO REVIEW,Pending statistical analysis
100832,Sodium (mg/L),Sodium,929,mg/L,2013-2022,60,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2018-12-27,36.0,67.0,82.33333333333333,88.0,98.0,120.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.029865464141836995, z=-2.1718700760048546, Tau=-0.19265536723163842, s=-341.0, var_s=24507.0, slope=-0.40588235294117647, intercept=99.9735294117647)",decreasing,-341.0,0.029865464141836995,-0.40588235294117647,99.9735294117647,TO REVIEW,Pending statistical analysis
100832,Source Temperature (F) (Degrees),Source Temperature (F),11,Degrees,2013-2022,57,['FIELD/SM2550B'],0,100.0,2013-08-14,61.1,68.3,72.41508771929827,72.9,75.8,83.2,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.0943195046907177, z=-1.6730395791633559, Tau=-0.15288220551378445, s=-244.0, var_s=21096.0, slope=-0.07669683257918544, intercept=75.0475113122172)",no trend,-244.0,0.0943195046907177,-0.07669683257918544,75.0475113122172,TO REVIEW,Pending statistical analysis
100832,Specific Conductance (umho/cm),Specific Conductance,95,umho/cm,2013-2022,60,['SM 2510B' 'SM2510B'],0,100.0,2016-10-12,240.0,620.0,753.0,800.0,930.0,1100.0,2.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0008797799034865328, z=-3.326392366060313, Tau=-0.2943502824858757, s=-521.0, var_s=24437.666666666668, slope=-5.779352226720648, intercept=980.4908906882591)",decreasing,-521.0,0.0008797799034865328,-5.779352226720648,980.4908906882591,TO REVIEW,Pending statistical analysis
100832,"Strontium 90, Two Sigma Error (pCi/L)","Strontium 90, Two Sigma Error",13502,pCi/L,2013-2022,57,['EPA 905.0'],0,100.0,2017-06-09,0.101,0.189,0.28512280701754383,0.256,0.348,0.641,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10715502217881268, z=1.6111133360380367, Tau=0.14724310776942356, s=235.0, var_s=21095.0, slope=0.0016280303030303035, intercept=0.2104151515151515)",no trend,235.0,0.10715502217881268,0.0016280303030303035,0.2104151515151515,TO REVIEW,Pending statistical analysis
100832,Sulfate (mg/L),Sulfate,945,mg/L,2013-2022,60,['300' 'EPA 300.0'],0,100.0,2016-10-12,25.0,62.0,83.38333333333331,89.0,110.0,130.0,0.5,5.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=7.169758224945255e-05, z=-3.970580975307555, Tau=-0.35084745762711866, s=-621.0, var_s=24382.333333333332, slope=-1.0, intercept=118.5)",decreasing,-621.0,7.169758224945255e-05,-1.0,118.5,TO REVIEW,Pending statistical analysis
100833,Alkalinity (mg/L),Alkalinity,410,mg/L,2013-2022,56,['SM 2320B'],0,100.0,2018-08-15,60.0,120.0,127.17857142857144,130.0,140.0,150.0,2.0,2.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0035440750495787654, z=-2.916125857282676, Tau=-0.261038961038961, s=-402.0, var_s=18909.333333333332, slope=-0.2985739750445633, intercept=138.2107843137255)",decreasing,-402.0,0.0035440750495787654,-0.2985739750445633,138.2107843137255,TO REVIEW,Pending statistical analysis
100833,"Alpha, Two Sigma Error (pCi/L)","Alpha, Two Sigma Error",1502,pCi/L,2013-2022,53,['EPA 900.0' 'SM 7110C'],0,100.0,2015-04-16,0.12,0.24,0.4663773584905662,0.32,0.405,3.0,0.0,0.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.024396350262609, z=2.250829311848677, Tau=0.21335268505079827, s=294.0, var_s=16945.333333333332, slope=0.0031414473684210527, intercept=0.23832236842105264)",increasing,294.0,0.024396350262609,0.0031414473684210527,0.23832236842105264,TO REVIEW,Pending statistical analysis
100833,Apparent Color (ACU),Apparent Color,81,ACU,2013-2022,56,['SM 2120B'],42,25.0,2014-10-28,2.0,0.0,1.6071428571428592,0.0,5.0,10.0,2.0,3.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=6.3769908873467784e-06, z=-4.513488500357419, Tau=-0.32857142857142857, s=-506.0, var_s=12518.666666666666, slope=0.0, intercept=3.0)",decreasing,-506.0,6.3769908873467784e-06,0.0,3.0,TO REVIEW,Pending statistical analysis
100833,Arsenic (ug/L),Arsenic,1002,ug/L,2013-2022,56,['200.8' 'EPA 200.8'],0,100.0,2018-12-17,3.3,6.0,7.419642857142859,7.6,8.6,12.0,1.0,5.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0018571268246672101, z=-3.1121776881274172, Tau=-0.2863636363636364, s=-441.0, var_s=19988.333333333332, slope=-0.05, intercept=8.975)",decreasing,-441.0,0.0018571268246672101,-0.05,8.975,TO REVIEW,Pending statistical analysis
100833,Barium (ug/L),Barium,1007,ug/L,2013-2022,56,['200.8' 'EPA 200.8'],0,100.0,2016-10-12,25.0,120.0,140.44642857142858,150.0,170.0,200.0,2.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0004970033230917714, z=-3.482366306795101, Tau=-0.31883116883116885, s=-491.0, var_s=19799.0, slope=-0.9090909090909091, intercept=175.0)",decreasing,-491.0,0.0004970033230917714,-0.9090909090909091,175.0,TO REVIEW,Pending statistical analysis
100833,"Beta, Two Sigma Error (pCi/L)","Beta, Two Sigma Error",3502,pCi/L,2013-2022,53,['EPA 900.0'],0,100.0,2014-02-18,0.34,0.65,1.3796415094339625,1.2,1.6,4.2,0.0,0.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.0029727325170370023, z=-2.9705435515595737, Tau=-0.28156748911465895, s=-388.0, var_s=16972.666666666668, slope=-0.01828009828009828, intercept=1.6752825552825552)",decreasing,-388.0,0.0029727325170370023,-0.01828009828009828,1.6752825552825552,TO REVIEW,Pending statistical analysis
100833,"Bicarbonate as HCO3, Calculated (mg/L)","Bicarbonate as HCO3, Calculated",440,mg/L,2013-2022,56,['SM 2320B' 'SM2330B'],0,100.0,2021-04-13,73.0,140.0,153.69642857142856,160.0,170.0,180.0,2.0,2.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.002286899555916433, z=-3.050198774243411, Tau=-0.2753246753246753, s=-424.0, var_s=19232.0, slope=-0.4166666666666667, intercept=171.45833333333334)",decreasing,-424.0,0.002286899555916433,-0.4166666666666667,171.45833333333334,TO REVIEW,Pending statistical analysis
100833,Boron (mg/L),Boron,1020,mg/L,2013-2022,56,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2022-10-19,0.075,0.25,0.2675357142857143,0.29,0.3,0.38,0.05,0.05,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7708325500701572, z=-0.2912860572204439, Tau=-0.02727272727272727, s=-42.0, var_s=19812.0, slope=0.0, intercept=0.28500000000000003)",no trend,-42.0,0.7708325500701572,0.0,0.28500000000000003,TO REVIEW,Pending statistical analysis
100833,Bromodichloromethane (ug/L),Bromodichloromethane,32101,ug/L,2013-2022,56,['524.2' 'EPA 524.2' 'EPA 551.1'],50,10.714285714285708,2015-06-04,0.5,0.0,0.2431071428571443,0.0,0.0,4.6,0.5,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.1486243111001746, z=-1.4444077531522699, Tau=-0.07662337662337662, s=-118.0, var_s=6561.333333333333, slope=0.0, intercept=0.5)",no trend,-118.0,0.1486243111001746,0.0,0.5,TO REVIEW,Pending statistical analysis
100833,Calcium (mg/L),Calcium,916,mg/L,2013-2022,56,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2014-10-28,14.0,46.0,50.62500000000001,54.0,60.0,67.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=3.9086023650103385e-05, z=-4.112816988376181, Tau=-0.37792207792207794, s=-582.0, var_s=19956.0, slope=-0.30662393162393164, intercept=61.93215811965812)",decreasing,-582.0,3.9086023650103385e-05,-0.30662393162393164,61.93215811965812,TO REVIEW,Pending statistical analysis
100833,Chemical Oxygen Demand (COD) (mg/L),Chemical Oxygen Demand (COD),340,mg/L,2013-2022,56,['410.4' 'EPA 410.4'],46,17.85714285714286,2018-10-04,5.0,0.0,1.2098214285714313,0.0,0.0,10.0,5.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.03332206371513502, z=-2.1281811906497046, Tau=-0.1357142857142857, s=-209.0, var_s=9552.333333333334, slope=0.0, intercept=5.0)",decreasing,-209.0,0.03332206371513502,0.0,5.0,TO REVIEW,Pending statistical analysis
100833,Chlorate (ug/L),Chlorate,A-037,ug/L,2020-2022,16,['300' 'EPA 300.0'],0,100.0,2021-10-06,170.0,220.0,403.125,290.0,500.0,790.0,10.0,10.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.22319374667892244, z=1.2180795436926732, Tau=0.23333333333333334, s=28.0, var_s=491.3333333333333, slope=19.583333333333336, intercept=208.12499999999997)",no trend,28.0,0.22319374667892244,19.583333333333336,208.12499999999997,TO REVIEW,Pending statistical analysis
100833,Chloride (mg/L),Chloride,940,mg/L,2013-2022,56,['300' 'EPA 300.0'],0,100.0,2018-10-04,25.0,110.0,115.2857142857143,120.0,130.0,150.0,0.5,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.007861159317267274, z=-2.6579755618423992, Tau=-0.2409090909090909, s=-371.0, var_s=19377.666666666668, slope=-0.35714285714285715, intercept=129.82142857142858)",decreasing,-371.0,0.007861159317267274,-0.35714285714285715,129.82142857142858,TO REVIEW,Pending statistical analysis
100833,Chloroform (Trichloromethane) (ug/L),Chloroform (Trichloromethane),32106,ug/L,2013-2022,56,['524.2' 'EPA 524.2' 'EPA 551.1'],1,98.21428571428571,2015-06-04,0.5,8.1,12.86178571428572,13.0,18.0,26.0,0.5,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3803462685115244, z=0.8772584617900598, Tau=0.08116883116883117, s=125.0, var_s=19979.666666666668, slope=0.0625, intercept=11.28125)",no trend,125.0,0.3803462685115244,0.0625,11.28125,TO REVIEW,Pending statistical analysis
100833,Copper (ug/L),Copper,1042,ug/L,2013-2022,56,['200.8' 'EPA 200.8'],5,91.07142857142857,2014-02-18,2.0,3.5,5.242507002801122,5.1,6.7,12.0,2.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.025427292517133493, z=-2.2348485612748217, Tau=-0.20584415584415586, s=-317.0, var_s=19993.0, slope=-0.041287878787878776, intercept=6.335416666666665)",decreasing,-317.0,0.025427292517133493,-0.041287878787878776,6.335416666666665,TO REVIEW,Pending statistical analysis
100833,Field pH (Units),Field pH,400,Units,2013-2022,50,['EPA 150.1'],0,100.0,2019-04-11,6.62,6.84,6.9994000000000005,6.96,7.13,7.58,0.0,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2838538573682743, z=-1.0717020998471003, Tau=-0.10530612244897959, s=-129.0, var_s=14265.0, slope=-0.002051282051282053, intercept=7.020256410256411)",no trend,-129.0,0.2838538573682743,-0.002051282051282053,7.020256410256411,TO REVIEW,Pending statistical analysis
100833,Fluoride (mg/L),Fluoride,951,mg/L,2013-2022,56,['SM 4500 F C' 'SM 4500F-C'],0,100.0,2018-12-17,0.26,0.39,0.46339285714285733,0.48,0.54,0.71,0.05,0.05,"Mann_Kendall_Test(trend='decreasing', h=True, p=1.8979963003484812e-06, z=-4.763992427752026, Tau=-0.43766233766233764, s=-674.0, var_s=19956.666666666668, slope=-0.0037500000000000033, intercept=0.5781250000000001)",decreasing,-674.0,1.8979963003484812e-06,-0.0037500000000000033,0.5781250000000001,TO REVIEW,Pending statistical analysis
100833,Gross Alpha (pCi/L),Gross Alpha,1501,pCi/L,2013-2022,56,['900' 'SM7110C' 'EPA 900.0' 'SM 7110C'],41,26.785714285714292,2016-08-01,0.207,0.287,1.6902994897959196,1.59,1.94,5.6,0.17,4.26,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6142363559903297, z=0.5040356063328915, Tau=0.03961038961038961, s=61.0, var_s=14170.333333333334, slope=0.0, intercept=3.0)",no trend,61.0,0.6142363559903297,0.0,3.0,TO REVIEW,Pending statistical analysis
100833,Gross Beta (pCi/L),Gross Beta,3501,pCi/L,2013-2022,56,['900' 'EPA 900.0'],0,100.0,2018-08-15,5.6,9.4,11.182500000000005,12.0,13.0,19.0,1.09,4.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.555207736080666, z=-0.5899745140625403, Tau=-0.05454545454545454, s=-84.0, var_s=19792.0, slope=0.0, intercept=11.5)",no trend,-84.0,0.555207736080666,0.0,11.5,TO REVIEW,Pending statistical analysis
100833,"Hardness (Total, as CaCO3) (mg/L)","Hardness (Total, as CaCO3)",900,mg/L,2013-2022,56,['SM 2340B'],0,100.0,2014-10-28,53.0,170.0,188.2857142857143,200.0,220.0,250.0,3.0,3.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=2.264541136387521e-06, z=-4.7282581852034244, Tau=-0.43246753246753245, s=-666.0, var_s=19780.666666666668, slope=-1.3423423423423424, intercept=236.9144144144144)",decreasing,-666.0,2.264541136387521e-06,-1.3423423423423424,236.9144144144144,TO REVIEW,Pending statistical analysis
100833,Hexavalent Chromium (Cr VI) (ug/L),Hexavalent Chromium (Cr VI),1032,ug/L,2013-2022,56,['218.6' 'EPA 218.6'],0,100.0,2019-06-18,0.06,0.16,0.21982142857142864,0.22,0.27,0.41,0.02,0.02,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3755468359942631, z=0.8861311928948072, Tau=0.08181818181818182, s=126.0, var_s=19898.666666666668, slope=0.0005555555555555552, intercept=0.20472222222222222)",no trend,126.0,0.3755468359942631,0.0005555555555555552,0.20472222222222222,TO REVIEW,Pending statistical analysis
100833,Lab pH (Units),Lab pH,403,Units,2013-2022,12,['SM4500-HB'],0,100.0,2022-02-15,7.3,7.4,7.566666666666666,7.6,7.6,7.9,0.1,0.1,"Mann_Kendall_Test(trend='increasing', h=True, p=0.03139527125773722, z=2.1520264493646466, Tau=0.4696969696969697, s=31.0, var_s=194.33333333333334, slope=0.030952380952380842, intercept=7.4297619047619055)",increasing,31.0,0.03139527125773722,0.030952380952380842,7.4297619047619055,TO REVIEW,Pending statistical analysis
100833,Lab Turbidity (NTU),Lab Turbidity,82079,NTU,2018-2022,14,['180.1' 'EPA 180.1'],3,78.57142857142857,2020-04-23,0.1,0.2,0.2890476190476189,0.24,0.32,1.1,0.1,1.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.048069978197404106, z=1.9767492730344458, Tau=0.4065934065934066, s=37.0, var_s=331.6666666666667, slope=0.017499999999999998, intercept=0.13125)",increasing,37.0,0.048069978197404106,0.017499999999999998,0.13125,TO REVIEW,Pending statistical analysis
100833,Magnesium (mg/L),Magnesium,927,mg/L,2013-2022,56,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2015-06-04,4.3,13.0,15.083928571428572,16.0,18.0,20.0,0.1,0.1,"Mann_Kendall_Test(trend='decreasing', h=True, p=1.067535970733502e-08, z=-5.719634254017538, Tau=-0.5233766233766234, s=-806.0, var_s=19808.666666666668, slope=-0.13840996168582376, intercept=19.806273946360154)",decreasing,-806.0,1.067535970733502e-08,-0.13840996168582376,19.806273946360154,TO REVIEW,Pending statistical analysis
100833,Manganese (ug/L),Manganese,1055,ug/L,2013-2022,56,['200.8' 'EPA 200.8'],28,50.0,2015-10-08,2.0,0.0,4.5647321428571495,2.2,8.7,33.0,2.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=1.1569287232671144e-06, z=-4.8628750702343115, Tau=-0.42077922077922075, s=-648.0, var_s=17702.0, slope=-0.09061583577712609, intercept=4.741935483870968)",decreasing,-648.0,1.1569287232671144e-06,-0.09061583577712609,4.741935483870968,TO REVIEW,Pending statistical analysis
100833,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2013-2022,53,['EPA 521'],29,45.28301886792453,2013-08-14,2.0,0.0,10.379680696661842,0.0,9.2,81.0,2.0,2.3,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.004722646520066043, z=-2.82536716477351, Tau=-0.2590711175616836, s=-357.0, var_s=15876.333333333334, slope=-0.01715686274509804, intercept=2.6460784313725494)",decreasing,-357.0,0.004722646520066043,-0.01715686274509804,2.6460784313725494,TO REVIEW,Pending statistical analysis
100833,Nickel (ug/L),Nickel,1067,ug/L,2013-2022,56,['200.8' 'EPA 200.8'],41,26.785714285714292,2016-06-22,5.0,0.0,1.7309090909090925,0.0,5.6,25.0,5.0,25.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.18232019415157819, z=1.3336451024571923, Tau=0.09805194805194806, s=151.0, var_s=12650.333333333334, slope=0.0, intercept=5.0)",no trend,151.0,0.18232019415157819,0.0,5.0,TO REVIEW,Pending statistical analysis
100833,Nitrate (as N) (mg/L),Nitrate (as N),620,mg/L,2013-2022,56,['300' 'EPA 300.0'],0,100.0,2018-02-07,1.5,4.0,5.183928571428573,5.3,6.7,8.0,0.1,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=2.9959517783506584e-05, z=-4.17377383304466, Tau=-0.38376623376623376, s=-591.0, var_s=19982.333333333332, slope=-0.058957219251336894, intercept=6.921323529411764)",decreasing,-591.0,2.9959517783506584e-05,-0.058957219251336894,6.921323529411764,TO REVIEW,Pending statistical analysis
100833,Nitrate (as NO3) (mg/L),Nitrate (as NO3),71850,mg/L,2020-2022,10,['EPA 300.0'],0,100.0,2022-02-15,9.0,16.0,16.700000000000003,18.0,18.0,20.0,0.44,2.2,"Mann_Kendall_Test(trend='no trend', h=False, p=0.5747077472777433, z=-0.5611317177496947, Tau=-0.15555555555555556, s=-7.0, var_s=114.33333333333333, slope=0.0, intercept=18.0)",no trend,-7.0,0.5747077472777433,0.0,18.0,TO REVIEW,Pending statistical analysis
100833,Odor (TON),Odor,86,TON,2015-2022,16,['SM 2150B'],11,31.25,2020-10-14,1.0,0.0,0.6249999999999998,0.0,2.0,2.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.02346579155311912, z=-2.265764736148083, Tau=-0.3416666666666667, s=-41.0, var_s=311.6666666666667, slope=0.0, intercept=1.0)",decreasing,-41.0,0.02346579155311912,0.0,1.0,TO REVIEW,Pending statistical analysis
100833,"Organic Nitrogen, Calculated (mg/L)","Organic Nitrogen, Calculated",605,mg/L,2013-2022,56,"['Nitrogen,Org' 'EPA 351.2']",24,57.142857142857146,2020-10-14,0.088,0.088,0.49607142857143116,0.23,0.31,16.0,0.03,0.2,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.011153120540980277, z=-2.5378643494828887, Tau=-0.22402597402597402, s=-345.0, var_s=18373.0, slope=-0.0006821705426356589, intercept=0.24875968992248063)",decreasing,-345.0,0.011153120540980277,-0.0006821705426356589,0.24875968992248063,TO REVIEW,Pending statistical analysis
100833,PFOA (ug/L),PFOA,C2806,ug/L,2020-2022,12,['EPA 537.1'],2,83.33333333333334,2020-04-23,0.002,0.0025,0.0047083333333333335,0.003,0.0064,0.014,0.002,0.002,"Mann_Kendall_Test(trend='no trend', h=False, p=0.680041838299495, z=0.41240603797408243, Tau=0.10606060606060606, s=7.0, var_s=211.66666666666666, slope=0.00017916666666666667, intercept=0.0025645833333333336)",no trend,7.0,0.680041838299495,0.00017916666666666667,0.0025645833333333336,TO REVIEW,Pending statistical analysis
100833,PFOS (ug/L),PFOS,C2805,ug/L,2020-2022,12,['EPA 537.1'],0,100.0,2020-06-16,0.003,0.0035,0.005133333333333333,0.0041,0.0051,0.011,0.002,0.002,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6296063619648409, z=-0.4822809727833566, Tau=-0.12121212121212122, s=-8.0, var_s=210.66666666666666, slope=-6.333333333333344e-05, intercept=0.004848333333333335)",no trend,-8.0,0.6296063619648409,-6.333333333333344e-05,0.004848333333333335,TO REVIEW,Pending statistical analysis
100833,pH of CaCO3 Saturation (@25C) (Units),pH of CaCO3 Saturation (@25C),J-006,Units,2020-2022,10,['SM 2330B'],0,100.0,2022-04-07,7.5,7.6,7.61,7.6,7.7,7.7,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.43202877457364686, z=-0.7857247253659815, Tau=-0.2, s=-9.0, var_s=103.66666666666667, slope=0.0, intercept=7.6)",no trend,-9.0,0.43202877457364686,0.0,7.6,TO REVIEW,Pending statistical analysis
100833,pH of CaCO3 Saturation (@60C) (Units),pH of CaCO3 Saturation (@60C),J-007,Units,2020-2022,10,['SM 2330B'],0,100.0,2022-04-07,7.0,7.1,7.15,7.2,7.2,7.3,0.1,0.1,"Mann_Kendall_Test(trend='no trend', h=False, p=0.17726169227912258, z=-1.3492343890267946, Tau=-0.3333333333333333, s=-15.0, var_s=107.66666666666667, slope=-0.016666666666666757, intercept=7.2250000000000005)",no trend,-15.0,0.17726169227912258,-0.016666666666666757,7.2250000000000005,TO REVIEW,Pending statistical analysis
100833,Potassium (mg/L),Potassium,937,mg/L,2013-2022,56,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2018-08-15,5.8,12.0,12.730357142857146,13.0,14.0,18.0,1.0,1.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7743770494531121, z=-0.2866542784265359, Tau=-0.026623376623376622, s=-41.0, var_s=19471.666666666668, slope=0.0, intercept=13.0)",no trend,-41.0,0.7743770494531121,0.0,13.0,TO REVIEW,Pending statistical analysis
100833,Radium 226 Counting Error (pCi/L),Radium 226 Counting Error,9502,pCi/L,2015-2018,16,['EPA 903.1'],0,100.0,2016-02-10,0.2,0.303,0.39112500000000006,0.359,0.447,0.605,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.964089361267912, z=0.04502251688907482, Tau=0.016666666666666666, s=2.0, var_s=493.3333333333333, slope=0.0007451923076923084, intercept=0.3644110576923077)",no trend,2.0,0.964089361267912,0.0007451923076923084,0.3644110576923077,TO REVIEW,Pending statistical analysis
100833,Radon (pCi/L),Radon,82303,pCi/L,2013-2022,53,['SM 7500RN'],0,100.0,2021-06-15,120.0,190.0,247.00188679245286,240.0,280.0,450.0,0.0,55.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007294729333475969, z=2.6830811220494857, Tau=0.2539912917271408, s=350.0, var_s=16919.333333333332, slope=1.7445652173913042, intercept=194.6413043478261)",increasing,350.0,0.007294729333475969,1.7445652173913042,194.6413043478261,TO REVIEW,Pending statistical analysis
100833,"Radon 222, Two Sigma Error (pCi/L)","Radon 222, Two Sigma Error",82302,pCi/L,2013-2022,53,['SM 7500RN'],0,100.0,2022-04-07,9.6,12.0,20.47075471698114,13.0,15.0,342.39,0.0,0.0,"Mann_Kendall_Test(trend='increasing', h=True, p=0.0004950637141725167, z=3.483413153351981, Tau=0.32801161103047893, s=452.0, var_s=16762.666666666668, slope=0.0767948717948718, intercept=11.003333333333334)",increasing,452.0,0.0004950637141725167,0.0767948717948718,11.003333333333334,TO REVIEW,Pending statistical analysis
100833,Sodium (mg/L),Sodium,929,mg/L,2013-2022,56,['200.7 Rev 4.4' 'EPA 200.7'],0,100.0,2018-08-15,39.0,86.0,96.35714285714288,100.0,110.0,130.0,1.0,1.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.003358407668885288, z=-2.9328734360893205, Tau=-0.2681818181818182, s=-413.0, var_s=19733.666666666668, slope=-0.3854895104895105, intercept=110.10096153846155)",decreasing,-413.0,0.003358407668885288,-0.3854895104895105,110.10096153846155,TO REVIEW,Pending statistical analysis
100833,Source Temperature (F) (Degrees),Source Temperature (F),11,Degrees,2013-2022,53,['FIELD/SM2550B'],0,100.0,2014-06-03,56.9,68.69,74.40377358490566,75.2,80.6,96.0,0.0,0.0,"Mann_Kendall_Test(trend='no trend', h=False, p=0.7299425616971735, z=-0.3452019382731281, Tau=-0.033381712626995644, s=-46.0, var_s=16993.333333333332, slope=-0.034010416666668083, intercept=76.08427083333338)",no trend,-46.0,0.7299425616971735,-0.034010416666668083,76.08427083333338,TO REVIEW,Pending statistical analysis
100833,Specific Conductance (umho/cm),Specific Conductance,95,umho/cm,2013-2022,56,['SM 2510B' 'SM2510B'],0,100.0,2018-10-04,290.0,780.0,869.6428571428573,910.0,1000.0,1100.0,2.0,10.0,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.00040303611662362293, z=-3.5380877347585775, Tau=-0.3246753246753247, s=-500.0, var_s=19891.333333333332, slope=-3.75, intercept=1008.125)",decreasing,-500.0,0.00040303611662362293,-3.75,1008.125,TO REVIEW,Pending statistical analysis
